split,emotion,path,hash
train,fear,..\dataset\raw\train\fear\Training_15862038.jpg,0b5ed48556514ccb9772e76cb45be565
train,sad,..\dataset\raw\train\sad\Training_48541859.jpg,42dd45ce72be2d290becb56ac7e36f98
train,sad,..\dataset\raw\train\sad\Training_47935947.jpg,19586db51b0c34ab3f688d79a1db0bf7
train,happy,..\dataset\raw\train\happy\Training_44314963.jpg,78b7d97a295a4b9c147a2dec5a7c60d6
train,angry,..\dataset\raw\train\angry\Training_68366970.jpg,5c31ee4903d094549a72de31e598a229
train,sad,..\dataset\raw\train\sad\Training_73768093.jpg,b8b896bd12e28a0b23ef55c3f42fd5e8
train,angry,..\dataset\raw\train\angry\Training_32973226.jpg,304ac7bff2b9a7fff644f12bd2c9c84c
train,sad,..\dataset\raw\train\sad\Training_12772852.jpg,f2e02c59c11dfafc57a9da726aaba3bb
train,sad,..\dataset\raw\train\sad\Training_23134484.jpg,72eb8f1feed4795c03539815d61ab377
train,neutral,..\dataset\raw\train\neutral\Training_5814185.jpg,fe9bb73d785746cc81b25c6f4cd7e7fb
train,sad,..\dataset\raw\train\sad\Training_43884767.jpg,de9efa955f8b81e2719a6c279ead5a8d
train,neutral,..\dataset\raw\train\neutral\Training_48138516.jpg,064ec3c9a873d9489d05515949b77844
train,happy,..\dataset\raw\train\happy\Training_1151951.jpg,b2edf7b06a5da033f96f72c4ba0f523e
train,angry,..\dataset\raw\train\angry\Training_82037343.jpg,f51dcf25c048376a9c92c174835a727f
train,angry,..\dataset\raw\train\angry\Training_31270134.jpg,8873b0c96cc8ef9f8d3571b29518cafc
train,surprise,..\dataset\raw\train\surprise\Training_26157103.jpg,e40bf70b24304c379407d9bbb8bd75cb
train,happy,..\dataset\raw\train\happy\Training_96923161.jpg,7c3e68fdb6771dc69e0ef950240e5040
train,sad,..\dataset\raw\train\sad\Training_51956890.jpg,5700093599879d11139128ff0e17e181
train,fear,..\dataset\raw\train\fear\Training_35907969.jpg,62d045a81dbd0e78c9e13c030a6b11b9
train,fear,..\dataset\raw\train\fear\Training_64288961.jpg,d468da2a7c27f567236406695dd2b6cf
train,fear,..\dataset\raw\train\fear\Training_90788470.jpg,ce42285725d873f96597ca827018a0d2
train,happy,..\dataset\raw\train\happy\Training_34273117.jpg,398f9d1d6f34ffd0f3ab127ed8962c00
train,surprise,..\dataset\raw\train\surprise\Training_58065706.jpg,63133c98a035ebeb7d6d7ed0274a45e9
train,sad,..\dataset\raw\train\sad\Training_25695570.jpg,4cef5f8c175f84c10730b72c9de42eca
train,happy,..\dataset\raw\train\happy\Training_54716135.jpg,2284bf7132c651da582e060dd8335dc0
train,neutral,..\dataset\raw\train\neutral\Training_86722235.jpg,73979826d862a0fed372ef62612438af
train,neutral,..\dataset\raw\train\neutral\Training_38371032.jpg,73a9eb02e375a85a0f1b98eb930521c5
train,surprise,..\dataset\raw\train\surprise\Training_35473712.jpg,0a7b541fcf6c8810cbcdd3d1c5bb4372
train,angry,..\dataset\raw\train\angry\Training_83428926.jpg,9858f187da6a2c2700577e4e6ea56fa4
train,fear,..\dataset\raw\train\fear\Training_28524812.jpg,975dcb8d67567e3755a498530ac1540e
train,neutral,..\dataset\raw\train\neutral\Training_40228942.jpg,ad915f73788f6af5eb12905e706c766d
train,happy,..\dataset\raw\train\happy\Training_37491760.jpg,40a4f3ee253e9b0e86b604c700c3dfe8
train,happy,..\dataset\raw\train\happy\Training_75417506.jpg,fa2f7638f076ff80c616e9ecd7652753
train,neutral,..\dataset\raw\train\neutral\Training_21590511.jpg,e9b142f41decbbb335ad0c4efb82d8d8
train,neutral,..\dataset\raw\train\neutral\Training_90893472.jpg,02eef40ec991658ff54e74039b155f7c
train,angry,..\dataset\raw\train\angry\Training_29248798.jpg,e349684b646902ff8f2be4d1839bd2c2
train,neutral,..\dataset\raw\train\neutral\Training_77464852.jpg,9d3663ed00d87f655c7e0f114aac6055
train,neutral,..\dataset\raw\train\neutral\Training_336053.jpg,b89df1800978c06a8c53a7a1bb6d27f0
train,neutral,..\dataset\raw\train\neutral\Training_74807069.jpg,17cf95b3a71877d762e6c8ee294cf4b0
train,sad,..\dataset\raw\train\sad\Training_72778292.jpg,dd5b1e809225429c7630900b419a9fb2
train,happy,..\dataset\raw\train\happy\Training_26297311.jpg,947c6963bb2135656e40b5d73bcb9d7d
train,happy,..\dataset\raw\train\happy\Training_70988378.jpg,78a8190c47267ecacf1235f1ef9ad865
train,happy,..\dataset\raw\train\happy\Training_65958370.jpg,e6a750918edc2137beb3fe2ebad7f4d1
train,sad,..\dataset\raw\train\sad\Training_81575774.jpg,cd97d1f82784469fe9577967d481ef52
train,sad,..\dataset\raw\train\sad\Training_45755172.jpg,02cd459ef670ba2f50ec01852d297779
train,happy,..\dataset\raw\train\happy\Training_50881714.jpg,2b5dd425488f703ae2742e27572b1fd5
train,surprise,..\dataset\raw\train\surprise\Training_86960035.jpg,8e2e95b3462c332f4b440087057b4ece
train,angry,..\dataset\raw\train\angry\Training_65927765.jpg,bfbd8fab69f7594728cbba0dc5980d76
train,neutral,..\dataset\raw\train\neutral\Training_73066048.jpg,dead6c1051bd7644b1a0026f465a2f3a
train,angry,..\dataset\raw\train\angry\Training_38334419.jpg,07cfa27c65b8b17e41363efe2a43db11
train,fear,..\dataset\raw\train\fear\Training_11259359.jpg,89db94f320dcb7ff5920297346fec144
train,sad,..\dataset\raw\train\sad\Training_26370932.jpg,8eb34da0415b4a17ce76a9cd5b63bf82
train,sad,..\dataset\raw\train\sad\Training_44313466.jpg,39b031ef6daa6b9d5d25a6ae26610e43
train,fear,..\dataset\raw\train\fear\Training_71301064.jpg,79b515349fdef027bba2480b546cfe99
train,happy,..\dataset\raw\train\happy\Training_19613250.jpg,6d34bd040df17648d1490ddf4efd8b50
train,happy,..\dataset\raw\train\happy\Training_13063633.jpg,78a019e7fe1a8b6f7da6a1f2b6122f11
train,sad,..\dataset\raw\train\sad\Training_37002903.jpg,87b99513dfe8c9c9757fecda722d72ae
train,happy,..\dataset\raw\train\happy\Training_88006196.jpg,222e2f2797da60f22e425de646ed97af
train,neutral,..\dataset\raw\train\neutral\Training_64626640.jpg,14824b280872b719f4883414b0661f87
train,fear,..\dataset\raw\train\fear\Training_77949058.jpg,275b1f3774cee6d6aa7e19cbab07aa6e
train,happy,..\dataset\raw\train\happy\Training_68788841.jpg,4f84387e345e402709bf31bcdfd32069
train,happy,..\dataset\raw\train\happy\Training_49089868.jpg,a7b7c2375ec15155edd11e90e75e72c8
train,sad,..\dataset\raw\train\sad\Training_83517240.jpg,34b5410f735e39031fc2cd74f1590cff
train,sad,..\dataset\raw\train\sad\Training_56117433.jpg,308244f72a7330ee50f49f5d66440568
train,neutral,..\dataset\raw\train\neutral\Training_73802863.jpg,72ffe69053eb9cdc90162855ce784a06
train,surprise,..\dataset\raw\train\surprise\Training_65892835.jpg,6a71fc318a408f17a444f84a2df36ab4
train,happy,..\dataset\raw\train\happy\Training_79479873.jpg,87d860482b7a0a7c54110f45a461292a
train,sad,..\dataset\raw\train\sad\Training_80017807.jpg,9eef990d5f9485cc299f82be0d5b4c04
train,angry,..\dataset\raw\train\angry\Training_73885415.jpg,d43430ed18f2e02e2179cf6ed562c1b4
train,happy,..\dataset\raw\train\happy\Training_66403051.jpg,fa205a4782a41fd65b68fd5fc2d42742
train,happy,..\dataset\raw\train\happy\Training_64499827.jpg,67cfcf6a4a5a012bd38a2f22104e9834
train,neutral,..\dataset\raw\train\neutral\Training_45735371.jpg,827e52ad1b389c5d2965efd95b3eb7b8
train,angry,..\dataset\raw\train\angry\Training_76878533.jpg,4cf37378404bd95f46f6d2787aa4d650
train,happy,..\dataset\raw\train\happy\Training_72547381.jpg,45b31086c1afdc5048aea6436da2e596
train,fear,..\dataset\raw\train\fear\Training_7203099.jpg,4b5ba2c80072ace2445ae16f53b2f87d
train,sad,..\dataset\raw\train\sad\Training_81541143.jpg,eff0affc90b7d4e72d3d872a1e42cb11
train,happy,..\dataset\raw\train\happy\Training_71092063.jpg,9c50244a391d289262e16ffadf677bea
train,neutral,..\dataset\raw\train\neutral\Training_28893195.jpg,1ddf40ae9839e59a2b063d96fc1890f6
train,happy,..\dataset\raw\train\happy\Training_52865080.jpg,a345fc1a5ac76f4a3dd54717cb6f513c
train,sad,..\dataset\raw\train\sad\Training_46651631.jpg,f223942bccda8458700cb3406cf331c9
train,neutral,..\dataset\raw\train\neutral\Training_89826512.jpg,b9f6db42f55bc3355134e26066b20a12
train,angry,..\dataset\raw\train\angry\Training_17026096.jpg,f66407acd7749798ddd4093cf045f6ce
train,fear,..\dataset\raw\train\fear\Training_4430168.jpg,36d37b7eb6b9382c4d6d03a8f7bbae9b
train,angry,..\dataset\raw\train\angry\Training_43533045.jpg,149a4b7386d4ae972c8122155eb8aa8a
train,angry,..\dataset\raw\train\angry\Training_88231045.jpg,7a8ba5cab77799ff3035c374e47544d1
train,happy,..\dataset\raw\train\happy\Training_73322651.jpg,5ea3c2a684be1a576f0169556d701499
train,angry,..\dataset\raw\train\angry\Training_99819558.jpg,9690df9093ed3248d6109260bdd50585
train,sad,..\dataset\raw\train\sad\Training_98058106.jpg,56ae6eafffe136d8c58f7898ca3c1d7d
train,neutral,..\dataset\raw\train\neutral\Training_47326066.jpg,78af0387a79d3875bcad8ab60febaeb9
train,fear,..\dataset\raw\train\fear\Training_64950444.jpg,81e4c465738d0d0bc40a5186de8ecb06
train,happy,..\dataset\raw\train\happy\Training_27608238.jpg,a7e424e938445e24ae26f2709db7ce68
train,happy,..\dataset\raw\train\happy\Training_28014167.jpg,f1835f0c37f2fea21ca957e89b3dcb80
train,angry,..\dataset\raw\train\angry\Training_96165688.jpg,31f0ae34ee568edb86ce20798d8a8363
train,happy,..\dataset\raw\train\happy\Training_27518915.jpg,bb0b32c4bf7ec48dcb12818f47f31c46
train,sad,..\dataset\raw\train\sad\Training_68128382.jpg,605854c04626ce5284fb5c6289e0daa0
train,happy,..\dataset\raw\train\happy\Training_69689440.jpg,a431e44b06bee09a46b8c14022329136
train,happy,..\dataset\raw\train\happy\Training_3469671.jpg,9402faabfabd431e5f9b2bf6b78ba594
train,fear,..\dataset\raw\train\fear\Training_77735451.jpg,0edf1b0095a73152f2e255d12153f115
train,happy,..\dataset\raw\train\happy\Training_30714155.jpg,10a02285cb69e99cebe39048f9e6dda0
train,surprise,..\dataset\raw\train\surprise\Training_31224855.jpg,51a514e280794318f8c476806557041f
train,happy,..\dataset\raw\train\happy\Training_27040444.jpg,292a7eb293c8e9ece323f2a83e998df8
train,happy,..\dataset\raw\train\happy\Training_12353100.jpg,db5be288d6c0c78a91e4fc729d668bf5
train,happy,..\dataset\raw\train\happy\Training_82680700.jpg,fb968703f88e9eb7c1eea4307b399500
train,happy,..\dataset\raw\train\happy\Training_25863626.jpg,cc78163b16b8ebb7bd8896b065e780bd
train,happy,..\dataset\raw\train\happy\Training_58079464.jpg,b9b1bfdb25d1d488efd85d4712e4b264
train,surprise,..\dataset\raw\train\surprise\Training_42185251.jpg,e3ee124b807545a9527fde84d8fc3ff9
train,angry,..\dataset\raw\train\angry\Training_44556203.jpg,526df715e62536e01264afb557e82958
train,sad,..\dataset\raw\train\sad\Training_72146177.jpg,a1786a462cd95154a7341c3d131f600b
train,neutral,..\dataset\raw\train\neutral\Training_8303752.jpg,f6e90ab14bf7404f2da20982194d68e9
train,sad,..\dataset\raw\train\sad\Training_70940444.jpg,4c93b3534637437f27aa0a2fc0516439
train,fear,..\dataset\raw\train\fear\Training_23208844.jpg,0bf7ee0229082f05f6d98acb5c540aa4
train,surprise,..\dataset\raw\train\surprise\Training_68867125.jpg,1b8d1b22b831429c675d1244f2912644
train,fear,..\dataset\raw\train\fear\Training_94971522.jpg,c78af8f508a94649f144e3f744ba58e4
train,sad,..\dataset\raw\train\sad\Training_81658867.jpg,8005991efe836a3bcc046d58c637cea0
train,sad,..\dataset\raw\train\sad\Training_58906858.jpg,982f682962794f014c98788c1b3657d4
train,happy,..\dataset\raw\train\happy\Training_39943957.jpg,74b1c34dde057e45fc4c42f986d9b3a8
train,happy,..\dataset\raw\train\happy\Training_76846103.jpg,2dbf6a5427c1178432e0e613233059f2
train,angry,..\dataset\raw\train\angry\Training_12250673.jpg,d8a8a0d23e89bd4194b4133ae8755e8b
train,fear,..\dataset\raw\train\fear\Training_49128075.jpg,4470a67ddfa880d42f72f827f7597f95
train,neutral,..\dataset\raw\train\neutral\Training_58456995.jpg,27361338010ce615ed2c48eb3cf003c8
train,sad,..\dataset\raw\train\sad\Training_57186875.jpg,5b91ccba3321ff30d891ed2947e485eb
train,neutral,..\dataset\raw\train\neutral\Training_30114749.jpg,200e76fb1ab6e6f828a68a77c6ccf9ca
train,sad,..\dataset\raw\train\sad\Training_88991994.jpg,70cc1c9ff09f82f985d8bba1ab213c84
train,surprise,..\dataset\raw\train\surprise\Training_46785251.jpg,a54cf735d6b9caa66ab7044d0bfc7160
train,happy,..\dataset\raw\train\happy\Training_30753840.jpg,c7789b2e4514c45818054e0eecb7c5d5
train,fear,..\dataset\raw\train\fear\Training_18721863.jpg,6b400ffec3c50e7f6e4dac168e9b9f31
train,neutral,..\dataset\raw\train\neutral\Training_98470407.jpg,afc07569e0f64a62c28451bd31d2b9eb
train,sad,..\dataset\raw\train\sad\Training_98220297.jpg,71a555106c7774b420368105e8897a78
train,happy,..\dataset\raw\train\happy\Training_60620465.jpg,bb2df431e97e911453d20970c5cee47f
train,surprise,..\dataset\raw\train\surprise\Training_40834985.jpg,e97bf8aa913ab80df8cf6bfafaa85b57
train,happy,..\dataset\raw\train\happy\Training_73165240.jpg,e7c06dd4515a7faffc7cdfdd8bcb3afe
train,angry,..\dataset\raw\train\angry\Training_61801346.jpg,0eb6aa95caeac3422d5021e171804a92
train,sad,..\dataset\raw\train\sad\Training_3975745.jpg,f786c5a9e31f89510316d16870d33cad
train,neutral,..\dataset\raw\train\neutral\Training_15336939.jpg,3c26a815b896daa89eda212a2dae2a77
